diffusé	d i f y z e
diffusée	d i f y z e
diffusées	d i f y z e
diffusés	d i f y z e
diffère	d i f ɛ ʁ
diffèrent	d i f ɛ ʁ
différa	d i f e ʁ a
différaient	d i f e ʁ ɛ
différais	d i f e ʁ ɛ
différait	d i f e ʁ ɛ
différant	d i f e ʁ ə
différemment	d i f e ʁ a m ə
différence	d i f e ʁ ə s
différences	d i f e ʁ ə s
différenciables	d i f e ʁ ə s j a b l
différenciaient	d i f e ʁ ə s j ɛ
différenciais	d i f e ʁ ə s j ɛ
différenciait	d i f e ʁ ə s j ɛ
différenciant	d i f e ʁ ə s j ə
différenciation	d i f e ʁ ə s j a s j ɔ̃
différenciations	d i f e ʁ ə s j a s j ɔ̃
différencie	d i f e ʁ ə s i
différencient	d i f e ʁ ə s i
différencier	d i f e ʁ ə s j e
différenciera	d i f e ʁ ə s i ʁ a
différencierez	d i f e ʁ ə s i ʁ e
différencieront	d i f e ʁ ə s i ʁ ɔ̃
différenciez	d i f e ʁ ə s j e
différencié	d i f e ʁ ə s j e
différencié	d i f e ʁ ə s j e
différenciée	d i f e ʁ ə s j e
différenciées	d i f e ʁ ə s j e
différenciées	d i f e ʁ ə s j e
différenciés	d i f e ʁ ə s j e
différend	d i f e ʁ ə
différends	d i f e ʁ ə
différent	d i f e ʁ ə
différente	d i f e ʁ ə t
différentes	d i f e ʁ ə t
différentie	d i f e ʁ ə t i
différentiel	d i f e ʁ ə s j ɛ l
différentiel	d i f e ʁ ə s j ɛ l
différentielle	d i f e ʁ ə s j ɛ l
différentielles	d i f e ʁ ə s j ɛ l
différents	d i f e ʁ ə
différents	d i f e ʁ ə
différer	d i f e ʁ e
différera	d i f e ʁ ə ʁ a
différerais	d i f e ʁ ə ʁ ɛ
différerait	d i f e ʁ ə ʁ ɛ
différeront	d i f e ʁ ə
différez	d i f e ʁ e
différions	d i f e ʁ j ɔ̃
différons	d i f e ʁ ɔ̃
différât	d i f e ʁ a
différèrent	d i f e ʁ ɛ ʁ
différé	d i f e ʁ e
différé	d i f e ʁ e
différé	d i f e ʁ e
différée	d i f e ʁ e
différée	d i f e ʁ e
différées	d i f e ʁ e
différées	d i f e ʁ e
différés	d i f e ʁ e
difracter	d i f ʁ a k t e
dig	d i g
digest	d i ʒ ɛ s t
digeste	d i ʒ ɛ s t
digeste	d i ʒ ɛ s t
digestibles	d i ʒ ɛ s t i b l
digestif	d i ʒ ɛ s t i f
digestif	d i ʒ ɛ s t i f
digestifs	d i ʒ ɛ s t i f
digestifs	d i ʒ ɛ s t i f
digestion	d i ʒ ɛ s t j ɔ̃
digestions	d i ʒ ɛ s t j ɔ̃
digestive	d i ʒ ɛ s t i v
digestives	d i ʒ ɛ s t i v
digests	d i ʒ ɛ s t
digicode	d i ʒ i k ɔ d
digit	d i ʒ i t
digital	d i ʒ i t a l
digitale	d i ʒ i t a l
digitale	d i ʒ i t a l
digitales	d i ʒ i t a l
digitales	d i ʒ i t a l
digitaline	d i ʒ i t a l i n
digitaliseur	d i ʒ i t a l i z ʁ
digitalisée	d i ʒ i t a l i z e
digitalisées	d i ʒ i t a l i z e
digitaux	d i ʒ i t o
digitée	d i ʒ i t e
digne	d i
dignement	d i ə m ə
dignes	d i
dignitaire	d i i t ɛ ʁ
dignitaires	d i i t ɛ ʁ
dignité	d i i t e
dignités	d i i t e
dignus est intrare	d i g n u s ɛ s t i n t ʁ a ʁ e
digresse	d i g ʁ ɛ s
digression	d i g ʁ e s j ɔ̃
digressions	d i g ʁ e s j ɔ̃
digue	d i g
digues	d i g
digère	d i ʒ ɛ ʁ
digèrent	d i ʒ ɛ ʁ
digéra	d i ʒ e ʁ a
digérai	d i ʒ e ʁ ɛ
digéraient	d i ʒ e ʁ ɛ
digérait	d i ʒ e ʁ ɛ
digérant	d i ʒ e ʁ ə
digérer	d i ʒ e ʁ e
digérera	d i ʒ e ʁ ə ʁ a
digérerait	d i ʒ e ʁ ə ʁ ɛ
digérons	d i ʒ e ʁ ɔ̃
digérât	d i ʒ e ʁ a
digéré	d i ʒ e ʁ e
digérée	d i ʒ e ʁ e
digérées	d i ʒ e ʁ e
digérés	d i ʒ e ʁ e
dijonnais	d i ʒ o n ɛ
diktat	d i k t a
diktats	d i k t a
dilapida	d i l a p i d a
dilapidait	d i l a p i d ɛ
dilapidant	d i l a p i d ə
dilapidation	d i l a p i d a s j ɔ̃
dilapide	d i l a p i d
dilapider	d i l a p i d e
dilapides	d i l a p i d
dilapidez	d i l a p i d e
dilapidé	d i l a p i d e
dilapidée	d i l a p i d e
dilapidées	d i l a p i d e
dilata	d i l a t a
dilatable	d i l a t a b l
dilataient	d i l a t ɛ
dilatait	d i l a t ɛ
dilatant	d i l a t ə
dilatateur	d i l a t a t ʁ
dilatateur	d i l a t a t ʁ
dilatateurs	d i l a t a t ʁ
dilatateurs	d i l a t a t ʁ
dilatation	d i l a t a s j ɔ̃
dilatations	d i l a t a s j ɔ̃
dilate	d i l a t
dilatent	d i l a t
dilater	d i l a t e
dilation	d i l a s j ɔ̃
dilatoire	d i l a t w a ʁ
dilatoires	d i l a t w a ʁ
dilatât	d i l a t a
dilatèrent	d i l a t ɛ ʁ
dilaté	d i l a t e
dilaté	d i l a t e
dilatée	d i l a t e
dilatée	d i l a t e
dilatées	d i l a t e
dilatées	d i l a t e
dilatés	d i l a t e
dilatés	d i l a t e
dilection	d i l ɛ k s j ɔ̃
dilemme	d i l ɛ m
dilemmes	d i l ɛ m
dilettante	d i l e t ə t
dilettante	d i l e t ə t
dilettantes	d i l ɛ t ə t
dilettantes	d i l ɛ t ə t
dilettantisme	d i l e t ə t i z m
dilettantismes	d i l ɛ t ə t i z m
diligemment	d i l i ʒ a m ə
diligence	d i l i ʒ ə s
diligences	d i l i ʒ ə s
diligent	d i l i ʒ ə
diligente	d i l i ʒ ə t
diligenter	d i l i ʒ ə t e
diligentes	d i l i ʒ ə t
diligents	d i l i ʒ ə
dilua	d i l ɥ a
diluaient	d i l ɥ ɛ
diluait	d i l ɥ ɛ
diluant	d i l ɥ ə
diluant	d i l ɥ ə
diluant	d i l ɥ ə
dilue	d i l y
diluent	d i l y
diluer	d i l ɥ e
diluerait	d i l y ʁ ɛ
diluons	d i l ɥ ɔ̃
dilution	d i l y s j ɔ̃
diluvien	d i l y v j ɛ̃
diluvienne	d i l y v j ɛ n
diluviennes	d i l y v j ɛ n
dilué	d i l ɥ e
diluée	d i l ɥ e
diluées	d i l ɥ e
dilués	d i l ɥ e
dimanche	d i m ə ʃ
dimanches	d i m ə ʃ
dimension	d i m ə s j ɔ̃
dimensionnel	d i m ə s j o n ɛ l
dimensionnelle	d i m ə s j o n ɛ l
dimensionnelles	d i m ə s j o n ɛ l
dimensionnels	d i m ə s j o n ɛ l
dimensionnement	d i m ə s j ɔ n ə m ə
dimensions	d i m ə s j ɔ̃
diminua	d i m i n ɥ a
diminuaient	d i m i n ɥ ɛ
diminuais	d i m i n ɥ ɛ
diminuait	d i m i n ɥ ɛ
diminuant	d i m i n ɥ ə
diminuant	d i m i n ɥ ə
diminue	d i m i n y
diminuendo	d i m i n ɥ ɛ̃ d o
diminuent	d i m i n y
diminuer	d i m i n ɥ e
diminuera	d i m i n y ʁ a
diminuerai	d i m i n y ʁ ɛ
diminuerais	d i m i n y ʁ ɛ
diminuerait	d i m i n y ʁ ɛ
diminueront	d i m i n y ʁ ɔ̃
diminuez	d i m i n y e
diminuiez	d i m i n y j e
diminutif	d i m i n y t i f
diminutif	d i m i n y t i f
diminutifs	d i m i n y t i f
diminution	d i m i n y s j ɔ̃
diminutions	d i m i n y s j ɔ̃
diminuât	d i m i n ɥ a
diminuèrent	d i m i n ɥ ɛ ʁ
diminué	d i m i n ɥ e
diminué	d i m i n ɥ e
diminuée	d i m i n ɥ e
diminuée	d i m i n ɥ e
diminuées	d i m i n ɥ e
diminuées	d i m i n ɥ e
diminués	d i m i n ɥ e
diminués	d i m i n ɥ e
dinamiteros	d i n a m i t ə ʁ o
dinanderie	d i n ə d ə ʁ i
dinar	d i n a ʁ
dinars	d i n a ʁ
dinde	d ɛ̃ d
dindes	d ɛ̃ d
dindon	d ɛ̃ d ɔ̃
dindonne	d ɛ̃ d ɔ n
dindonneau	d ɛ̃ d ɔ n o
dindonneaux	d ɛ̃ d o n o
dindonné	d ɛ̃ d o n e
dindons	d ɛ̃ d ɔ̃
dine	d i n
ding	d i ŋ
dingo	d ɛ̃ g o
dingo	d ɛ̃ g o
dingos	d ɛ̃ g o
dingos	d ɛ̃ g o
dingue	d ɛ̃ g
dingue	d ɛ̃ g
dingue	d ɛ̃ g
dinguent	d ɛ̃ g
dinguer	d ɛ̃ g e
dinguerie	d ɛ̃ g ə ʁ i
dingueries	d ɛ̃ g ə ʁ i
dingues	d ɛ̃ g
dingues	d ɛ̃ g
dingué	d ɛ̃ g e
dinosaure	d i n o z o ʁ
dinosaures	d i n o z o ʁ
dioclétienne	d i o k l e t j ɛ n
dioclétiennes	d i o k l e t j ɛ n
diocèse	d j o s ɛ z
diocèses	d j o s ɛ z
diocésain	d j ɔ s e z ɛ̃
diocésaines	d j o s e z ɛ n
diode	d j ɔ d
diodon	d j o d ɔ̃
dionysiaque	d j o n i z j a k
dionysiaques	d j o n i z j a k
dionysien	d j o n i z j ɛ̃
dionée	d j o n e
dioptre	d j ɔ p t ʁ
dioptries	d j ɔ p t ʁ i
diorama	d j o ʁ a m a
dioramas	d j o ʁ a m a
diorite	d j ɔ ʁ i t
dioxine	d i ɔ k s i n
dioxines	d j ɔ k s i n
dioxyde	d j ɔ k s i d
diphtongue	d i f t ɔ̃ g
diphtongues	d i f t ɔ̃ g
diphtérie	d i f t e ʁ i
diphényle	d i f e n i l
diplodocus	d i p l o d o k y s
diplomate	d i p l o m a t
diplomate	d i p l o m a t
diplomates	d i p l o m a t
diplomates	d i p l o m a t
diplomatie	d i p l o m a s i
diplomatique	d i p l o m a t i k
diplomatiquement	d i p l o m a t i k ə m ə
diplomatiques	d i p l o m a t i k
diplopie	d i p l ɔ p i
diplôme	d i p l o m
diplômer	d i p l ɔ m e
diplômes	d i p l o m
diplômé	d i p l o m e
diplômé	d i p l o m e
diplômé	d i p l o m e
diplômée	d i p l o m e
diplômée	d i p l o m e
diplômée	d i p l o m e
diplômées	d i p l o m e
diplômées	d i p l o m e
diplômées	d i p l o m e
diplômés	d i p l o m e
diplômés	d i p l o m e
diplômés	d i p l o m e
dipneuste	d i p n ø s t
dipneustes	d i p n ø s t
dipsomane	d i p s ɔ m a n
dipsomane	d i p s ɔ m a n
dipsomanes	d i p s o m a n
dipsomanie	d i p s ɔ m a n i
diptyque	d i p t i k
diptères	d i p t ɛ ʁ
dipôle	d i p o l
dira	d i ʁ a
dirai	d i ʁ ɛ
diraient	d i ʁ ɛ
dirais	d i ʁ ɛ
dirait	d i ʁ ɛ
diras	d i ʁ a
dire	d i ʁ
dire	d i ʁ
direct	d i ʁ ɛ k t
direct	d i ʁ ɛ k t
directe	d i ʁ ɛ k t
directement	d i ʁ ɛ k t ə m ə
directes	d i ʁ ɛ k t
directeur	d i ʁ ɛ k t ʁ
directeur	d i ʁ ɛ k t ʁ
directeur adjoint	d i ʁ ɛ k t ʁ a d ʒ w ɛ̃
directeur adjoint	d i ʁ ɛ k t ʁ a d ʒ w ɛ̃
directeurs	d i ʁ ɛ k t ʁ
directeurs	d i ʁ ɛ k t ʁ
directif	d i ʁ ɛ k t i f
direction	d i ʁ ɛ k s j ɔ̃
directionnel	d i ʁ ɛ k s j o n ɛ l
directionnelle	d i ʁ ɛ k s j ɔ n ɛ l
directionnelles	d i ʁ ɛ k s j o n ɛ l
directionnels	d i ʁ ɛ k s j o n ɛ l
directions	d i ʁ ɛ k s j ɔ̃
directive	d i ʁ ɛ k t i v
directive	d i ʁ ɛ k t i v
directives	d i ʁ ɛ k t i v
directives	d i ʁ ɛ k t i v
directo	d i ʁ ɛ k t o
directoire	d i ʁ ɛ k t w a ʁ
directorat	d i ʁ ɛ k t o ʁ a
directorial	d i ʁ ɛ k t o ʁ j a l
directoriale	d i ʁ ɛ k t o ʁ j a l
directoriaux	d i ʁ ɛ k t o ʁ j o
directos	d i ʁ ɛ k t o
directrice	d i ʁ ɛ k t ʁ i s
directrice	d i ʁ ɛ k t ʁ i s
directrices	d i ʁ ɛ k t ʁ i s
directrices	d i ʁ ɛ k t ʁ i s
directs	d i ʁ ɛ k t
directs	d i ʁ ɛ k t
dirent	d i ʁ
dires	d i ʁ
direz	d i ʁ e
dirham	d i ʁ a m
dirhams	d i ʁ a m
diriez	d i ʁ j e
dirige	d i ʁ i ʒ
dirigea	d i ʁ i ʒ a
dirigeable	d i ʁ i ʒ a b l
dirigeable	d i ʁ i ʒ a b l
dirigeables	d i ʁ i ʒ a b l
dirigeables	d i ʁ i ʒ a b l
dirigeai	d i ʁ i ʒ ɛ
dirigeaient	d i ʁ i ʒ ɛ
dirigeais	d i ʁ i ʒ ɛ
dirigeait	d i ʁ i ʒ ɛ
dirigeant	d i ʁ i ʒ ə
dirigeant	d i ʁ i ʒ ə
dirigeant	d i ʁ i ʒ ə
dirigeante	d i ʁ i ʒ ə t
dirigeante	d i ʁ i ʒ ə t
dirigeantes	d i ʁ i ʒ ə t
dirigeants	d i ʁ i ʒ ə
dirigeants	d i ʁ i ʒ ə
dirigent	d i ʁ i ʒ
dirigeons	d i ʁ i ʒ ɔ̃
diriger	d i ʁ i ʒ e
dirigera	d i ʁ i ʒ ə ʁ a
dirigerai	d i ʁ i ʒ ə ʁ ɛ
dirigeraient	d i ʁ i ʒ ə ʁ ɛ
dirigerais	d i ʁ i ʒ ə ʁ ɛ
dirigerait	d i ʁ i ʒ ə ʁ ɛ
dirigeras	d i ʁ i ʒ ə ʁ a
dirigerez	d i ʁ i ʒ ə ʁ e
dirigerons	d i ʁ i ʒ ə ʁ ɔ̃
dirigeront	d i ʁ i ʒ ə ʁ ɔ̃
diriges	d i ʁ i ʒ
dirigez	d i ʁ i ʒ e
dirigeâmes	d i ʁ i ʒ a m
dirigeât	d i ʁ i ʒ a
dirigiez	d i ʁ i ʒ j e
dirigions	d i ʁ i ʒ j ɔ̃
dirigèrent	d i ʁ i ʒ ɛ ʁ
dirigé	d i ʁ i ʒ e
dirigé	d i ʁ i ʒ e
dirigée	d i ʁ i ʒ e
dirigée	d i ʁ i ʒ e
dirigées	d i ʁ i ʒ e
dirigées	d i ʁ i ʒ e
dirigés	d i ʁ i ʒ e
dirigés	d i ʁ i ʒ e
dirimant	d i ʁ i m ə
dirimants	d i ʁ i m ə
dirions	d i ʁ j ɔ̃
dirlo	d i ʁ l o
dirlos	d i ʁ l o
dirons	d i ʁ ɔ̃
diront	d i ʁ ɔ̃
dis	d i
disaient	d i z ɛ
disais	d i z ɛ
disait	d i z ɛ
disant	d i z ə
disant	d i z ə
disants	d i z ə
disc jockey	d i s k ʒ o k ɛ
disc jockeys	d i s k ʒ o k ɛ
discal	d i s k a l
discale	d i s k a l
discerna	d i s ɛ ʁ n a
discernable	d i s ɛ ʁ n a b l
discernables	d i s ɛ ʁ n a b l
discernai	d i s ɛ ʁ n ɛ
discernaient	d i s ɛ ʁ n ɛ
discernais	d i s ɛ ʁ n ɛ
discernait	d i s ɛ ʁ n ɛ
discernant	d i s ɛ ʁ n ə
discerne	d i s ɛ ʁ n
discernement	d i s ɛ ʁ n ə m ə
discernent	d i s ɛ ʁ n
discerner	d i s ɛ ʁ n e
discernerait	d i s ɛ ʁ n ə ʁ ɛ
discernes	d i s ɛ ʁ n
discernions	d i s ɛ ʁ n j ɔ̃
discernâmes	d i s ɛ ʁ n a m
discernât	d i s ɛ ʁ n a
discerné	d i s ɛ ʁ n e
discernées	d i s ɛ ʁ n e
disciple	d i s i p l
disciple roi	d i s i p l ə ʁ w a
disciples	d i s i p l
disciplina	d i s i p l i n a
disciplinaient	d i s i p l i n ɛ
disciplinaire	d i s i p l i n ɛ ʁ
disciplinaires	d i s i p l i n ɛ ʁ
disciplinais	d i s i p l i n ɛ
disciplinait	d i s i p l i n ɛ
discipline	d i s i p l i n
discipliner	d i s i p l i n e
disciplinera	d i s i p l i n ə ʁ a
disciplinerait	d i s i p l i n ə ʁ ɛ
disciplines	d i s i p l i n
discipliné	d i s i p l i n e
discipliné	d i s i p l i n e
disciplinée	d i s i p l i n e
disciplinée	d i s i p l i n e
disciplinées	d i s i p l i n e
disciplinés	d i s i p l i n e
disciplinés	d i s i p l i n e
disco	d i s k o
disco	d i s k o
discobole	d i s k o b ɔ l
discoboles	d i s k o b ɔ l
discographie	d i s k ɔ g ʁ a f i
discographiques	d i s k o g ʁ a f i k
discontinu	d i s k ɔ̃ t i n y
discontinuaient	d i s k ɔ̃ t i n ɥ ɛ
discontinue	d i s k ɔ̃ t i n y
discontinuer	d i s k ɔ̃ t i n ɥ e
discontinues	d i s k ɔ̃ t i n y
discontinuité	d i s k ɔ̃ t i n ɥ i t e
discontinus	d i s k ɔ̃ t i n y
disconviens	d i s k ɔ̃ v j ɛ̃
disconvint	d i s k ɔ̃ v ɛ̃
discordance	d i s k ɔ ʁ d ə s
discordances	d i s k ɔ ʁ d ə s
discordant	d i s k ɔ ʁ d ə
discordant	d i s k ɔ ʁ d ə
discordante	d i s k ɔ ʁ d ə t
discordantes	d i s k ɔ ʁ d ə t
discordants	d i s k ɔ ʁ d ə
discorde	d i s k ɔ ʁ d
discordes	d i s k ɔ ʁ d
discordes	d i s k ɔ ʁ d
discos	d i s k o
discos	d i s k o
discothèque	d i s k o t ɛ k
discothèques	d i s k o t ɛ k
discount	d i s k u n t
discouraient	d i s k u ʁ ɛ
discourait	d i s k u ʁ ɛ
discourant	d i s k u ʁ ə
discoure	d i s k u ʁ
discourent	d i s k u ʁ
discoureur	d i s k u ʁ ʁ
discoureurs	d i s k u ʁ ʁ
discourir	d i s k u ʁ i ʁ
discours	d i s k u ʁ
discours	d i s k u ʁ
discourt	d i s k u ʁ
discourtois	d i s k u ʁ t w a
discourtoise	d i s k u ʁ t w a z
discourtoises	d i s k u ʁ t w a z
discouru	d i s k u ʁ y
discourut	d i s k u ʁ y
discret	d i s k ʁ ɛ
discrets	d i s k ʁ ɛ
discriminant	d i s k ʁ i m i n ə
discriminants	d i s k ʁ i m i n ə
discrimination	d i s k ʁ i m i n a s j ɔ̃
discriminations	d i s k ʁ i m i n a s j ɔ̃
discriminatoire	d i s k ʁ i m i n a t w a ʁ
discriminer	d i s k ʁ i m i n e
discriminé	d i s k ʁ i m i n e
discrète	d i s k ʁ ɛ t
discrètement	d i s k ʁ ɛ t ə m ə
discrètes	d i s k ʁ ɛ t
discrédit	d i s k ʁ e d i
discréditait	d i s k ʁ e d i t ɛ
discréditant	d i s k ʁ e d i t ə
discrédite	d i s k ʁ e d i t
discréditer	d i s k ʁ e d i t e
discréditerait	d i s k ʁ e d i t ə ʁ ɛ
discréditez	d i s k ʁ e d i t e
discrédité	d i s k ʁ e d i t e
discréditée	d i s k ʁ e d i t e
discréditées	d i s k ʁ e d i t e
discrédités	d i s k ʁ e d i t e
discrétion	d i s k ʁ e s j ɔ̃
discrétionnaire	d i s k ʁ e s j o n ɛ ʁ
discrétionnaires	d i s k ʁ e s j o n ɛ ʁ
disculpait	d i s k y l p ɛ
disculpant	d i s k y l p ə
disculpation	d i s k y l p a s j ɔ̃
disculpe	d i s k y l p
disculpent	d i s k y l p
disculper	d i s k y l p e
disculperait	d i s k y l p ə ʁ ɛ
disculpez	d i s k y l p e
disculpé	d i s k y l p e
disculpés	d i s k y l p e
discursives	d i s k y ʁ s i v
discussion	d i s k y s j ɔ̃
discussions	d i s k y s j ɔ̃
discuta	d i s k y t a
discutable	d i s k y t a b l
discutables	d i s k y t a b l
discutai	d i s k y t ɛ
discutaient	d i s k y t ɛ
discutaillaient	d i s k y t a j ɛ
discutaillait	d i s k y t a j ɛ
discutaille	d i s k y t a j
discutaillent	d i s k y t a j
discutailler	d i s k y t a j e
discutailleries	d i s k y t a j ə ʁ i
discutailleur	d i s k y t a j ʁ
discutailleuse	d i s k y t a j ø z
discutais	d i s k y t ɛ
discutait	d i s k y t ɛ
discutant	d i s k y t ə
discute	d i s k y t
discutent	d i s k y t
discuter	d i s k y t e
discutera	d i s k y t ə ʁ a
discuterai	d i s k y t ə ʁ ɛ
discuteraient	d i s k y t ə ʁ ɛ
discuterais	d i s k y t ə ʁ ɛ
discuterait	d i s k y t ə ʁ ɛ
discuterez	d i s k y t ə ʁ e
discuteriez	d i s k y t ə ʁ j e
discuterions	d i s k y t ə ʁ j ɔ̃
discuterons	d i s k y t ə ʁ ɔ̃
discuteront	d i s k y t ə ʁ ɔ̃
discutes	d i s k y t
discutez	d i s k y t e
discutiez	d i s k y t j e
discutions	d i s k y t j ɔ̃
discutons	d i s k y t ɔ̃
discutâmes	d i s k y t a m
discutât	d i s k y t a
discutèrent	d i s k y t ɛ ʁ
discuté	d i s k y t e
discuté	d i s k y t e
discutée	d i s k y t e
discutée	d i s k y t e
discutées	d i s k y t e
discutées	d i s k y t e
discutés	d i s k y t e
dise	d i z
disent	d i z
disert	d i z ɛ ʁ
diserte	d i z ɛ ʁ t
dises	d i z
disette	d i z ɛ t
disettes	d i z ɛ t
diseur	d i z ʁ
diseurs	d i z ʁ
diseuse	d i z ø z
diseuses	d i z ø z
disfonctionnement	d i s f ɔ̃ k s j ɔ n ə m ə
disgracia	d i s g ʁ a s j a
disgraciaient	d i s g ʁ a s j ɛ
disgraciait	d i s g ʁ a s j ɛ
disgracier	d i s g ʁ a s j e
disgraciera	d i s g ʁ a s i ʁ a
disgracieuse	d i s g ʁ a s j ø z
disgracieusement	d i s g ʁ a s j ø z ə m ə
disgracieuses	d i s g ʁ a s j ø z
disgracieux	d i s g ʁ a s j ø
disgracié	d i s g ʁ a s j e
disgracié	d i s g ʁ a s j e
disgraciée	d i s g ʁ a s j e
disgraciée	d i s g ʁ a s j e
disgraciées	d i s g ʁ a s j e
disgraciés	d i s g ʁ a s j e
disgraciés	d i s g ʁ a s j e
disgrâce	d i s g ʁ a s
disgrâces	d i s g ʁ a s
disharmonie	d i z a ʁ m o n i
disiez	d i z j e
disions	d i z j ɔ̃
disjoignait	d i s ʒ w a ɛ
disjoignant	d i s ʒ w a ə
disjoignent	d i s ʒ w a
disjoindre	d i s ʒ w ɛ̃ d ʁ
disjoint	d i s ʒ w ɛ̃
disjoint	d i s ʒ w ɛ̃
disjointe	d i s ʒ w ɛ̃ t
disjointe	d i s ʒ w ɛ̃ t
disjointes	d i s ʒ w ɛ̃ t
disjointes	d i s ʒ w ɛ̃ t
disjoints	d i s ʒ w ɛ̃
disjoints	d i s ʒ w ɛ̃
disjoncta	d i s ʒ ɔ̃ k t a
disjonctais	d i s ʒ ɔ̃ k t ɛ
disjonctait	d i ʒ ɔ̃ k t ɛ
disjoncte	d i ʒ ɔ̃ k t
disjonctent	d i ʒ ɔ̃ k t
disjoncter	d i s ʒ ɔ̃ k t e
disjoncterais	d i ʒ ɔ̃ k t ə ʁ ɛ
disjoncterait	d i s ʒ ɔ̃ k t ə ʁ ɛ
disjonctes	d i ʒ ɔ̃ k t
disjoncteur	d i s ʒ ɔ̃ k t ʁ
disjoncteurs	d i s ʒ ɔ̃ k t ʁ
disjonctez	d i ʒ ɔ̃ k t e
disjonction	d i s ʒ ɔ̃ k s j ɔ̃
disjonctions	d i s ʒ ɔ̃ k s j ɔ̃
disjoncté	d i s ʒ ɔ̃ k t e
disjonctée	d i s ʒ ɔ̃ k t e
disjonctés	d i ʒ ɔ̃ k t e
diskette	d i s k ɛ t
dislocation	d i s l o k a s j ɔ̃
dislocations	d i s l o k a s j ɔ̃
disloqua	d i s l o k a
disloquai	d i s l o k ɛ
disloquaient	d i s l o k ɛ
disloquait	d i s l o k ɛ
disloquant	d i s l o k ə
disloque	d i s l ɔ k
disloquent	d i s l ɔ k
disloquer	d i s l o k e
disloquerai	d i s l ɔ k ə ʁ ɛ
disloqueront	d i s l ɔ k ə ʁ ɔ̃
disloquât	d i s l o k a
disloquèrent	d i s l o k ɛ ʁ
disloqué	d i s l o k e
disloqué	d i s l o k e
disloquée	d i s l o k e
disloquée	d i s l o k e
disloquées	d i s l o k e
disloquées	d i s l o k e
disloqués	d i s l o k e
disloqués	d i s l o k e
disons	d i z ɔ̃
disparais	d i s p a ʁ ɛ
disparaissaient	d i s p a ʁ ɛ s ɛ
disparaissais	d i s p a ʁ ɛ s ɛ
disparaissait	d i s p a ʁ ɛ s ɛ
disparaissant	d i s p a ʁ ɛ s ə
disparaissant	d i s p a ʁ ɛ s ə
disparaissante	d i s p a ʁ ɛ s ə t
disparaisse	d i s p a ʁ ɛ s
disparaissent	d i s p a ʁ ɛ s
disparaisses	d i s p a ʁ ɛ s
disparaissez	d i s p a ʁ ɛ s e
disparaissiez	d i s p a ʁ ɛ s j e
disparaissions	d i s p a ʁ ɛ s j ɔ̃
disparaissons	d i s p a ʁ ɛ s ɔ̃
disparate	d i s p a ʁ a t
disparate	d i s p a ʁ a t
disparates	d i s p a ʁ a t
disparates	d i s p a ʁ a t
disparaît	d i s p a ʁ ɛ
disparaîtra	d i s p a ʁ ɛ t ʁ a
disparaîtrai	d i s p a ʁ ɛ t ʁ ɛ
disparaîtraient	d i s p a ʁ ɛ t ʁ ɛ
disparaîtrais	d i s p a ʁ ɛ t ʁ ɛ
disparaîtrait	d i s p a ʁ ɛ t ʁ ɛ
disparaîtras	d i s p a ʁ ɛ t ʁ a
disparaître	d i s p a ʁ ɛ t ʁ
disparaîtrez	d i s p a ʁ ɛ t ʁ e
disparaîtrions	d i s p a ʁ ɛ t ʁ i ɔ̃
disparaîtrons	d i s p a ʁ ɛ t ʁ ɔ̃
disparaîtront	d i s p a ʁ ɛ t ʁ ɔ̃
disparition	d i s p a ʁ i s j ɔ̃
disparitions	d i s p a ʁ i s j ɔ̃
disparité	d i s p a ʁ i t e
disparu	d i s p a ʁ y
disparu	d i s p a ʁ y
disparu	d i s p a ʁ y
disparue	d i s p a ʁ y
disparue	d i s p a ʁ y
disparue	d i s p a ʁ y
disparues	d i s p a ʁ y
disparues	d i s p a ʁ y
disparues	d i s p a ʁ y
disparurent	d i s p a ʁ y ʁ
disparus	d i s p a ʁ y
disparus	d i s p a ʁ y
disparus	d i s p a ʁ y
disparut	d i s p a ʁ y
disparûmes	d i s p a ʁ y m
disparût	d i s p a ʁ y
dispatchais	d i s p a t ʃ ɛ
dispatchait	d i s p a t ʃ ɛ
dispatche	d i s p a t ʃ
dispatcher	d i s p a t ʃ e
dispatching	d i s p a t ʃ i ŋ
dispendieuse	d i s p ə d j ø z
dispendieusement	d i s p ə d j ø z ə m ə
dispendieux	d i s p ə d j ø
dispensa	d i s p ə s a
dispensable	d i s p ə s a b l
dispensaient	d i s p ə s ɛ
dispensaire	d i s p ə s ɛ ʁ
dispensaires	d i s p ə s ɛ ʁ
dispensais	d i s p ə s ɛ
dispensait	d i s p ə s ɛ
dispensant	d i s p ə s ə
dispensateur	d i s p ə s a t ʁ
dispensateur	d i s p ə s a t ʁ
dispensateurs	d i s p ə s a t ʁ
dispensateurs	d i s p ə s a t ʁ
dispensation	d i s p ə s a s j ɔ̃
dispensatrice	d i s p ə s a t ʁ i s
dispensatrices	d i s p ə s a t ʁ i s
dispense	d i s p ə s
dispense	d i s p ə s
dispensent	d i s p ə s
dispenser	d i s p ə s e
dispenserait	d i s p ə s ə ʁ ɛ
dispenseras	d i s p ə s ə ʁ a
dispenses	d i s p ə s
dispenses	d i s p ə s
dispensez	d i s p ə s e
dispensât	d i s p ə s a
dispensèrent	d i s p ə s ɛ ʁ
dispensé	d i s p ə s e
dispensé	d i s p ə s e
dispensée	d i s p ə s e
dispensées	d i s p ə s e
dispensées	d i s p ə s e
